"","pathway","genus","species","metadata","value","coef","stderr","pval","name","qval","N","N.not.zero","plog","plogn"
"214","PWY.7197..pyrimidine.deoxyribonucleotide.phosphorylation.g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",0.997459206897926,0.333070322864253,0.0134641253007209,"strep_exposureY",0.137220828415291,12,4,4.30772651578511,-1.11497476383068
"215","GLYCOGENSYNTH.PWY..glycogen.biosynthesis.I..from.ADP.D.Glucose..g","Roseburia","Roseburia_faecis","strep_exposure","Y",0.964932980335095,0.322926595037483,0.0136180980961361,"strep_exposureY",0.138144520686851,12,10,4.29635562853006,-1.11708381133731
"216","PWY.6125..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.II.unclassified",NA,NA,"strep_exposure","Y",1.70194199655946,0.570961069338903,0.0137879395142161,"strep_exposureY",0.139219889261598,12,8,4.28396101717961,-1.11938273696888
"217","GLUTORN.PWY..L.ornithine.biosynthesis.I.g","Streptococcus","Streptococcus_vestibularis","strep_exposure","Y",0.912136252961,0.3121271505292,0.015239748588756,"strep_exposureY",0.153170007705423,12,4,4.1838482256605,-1.13795144041297
"218","DARABCATK12.PWY..D.arabinose.degradation.I.g","Escherichia","Escherichia_coli","strep_exposure","Y",-1.05662537386139,0.363957501113931,0.0157482413953232,"strep_exposureY",0.156819944535009,12,4,4.15102657738445,-1.14403912855088
"219","PWY.3841..folate.transformations.II..plants..g","Streptococcus","Streptococcus_equinus","strep_exposure","Y",1.10585138115784,0.380610136225718,0.0156859451901538,"strep_exposureY",0.156819944535009,12,4,4.15499017838661,-1.14330396843335
"220","PWY.5347..superpathway.of.L.methionine.biosynthesis..transsulfuration..g","Escherichia","Escherichia_coli","strep_exposure","Y",-1.07206614616396,0.369607506368089,0.0158186097192582,"strep_exposureY",0.156819944535009,12,12,4.14656820171439,-1.14486605840074
"221","PWY.5484..glycolysis.II..from.fructose.6.phosphate..g","Escherichia","Escherichia_coli","strep_exposure","Y",-0.992565899616222,0.34388602812668,0.0162089824738288,"strep_exposureY",0.159962854187423,12,6,4.1221897167144,-1.14938772692593
"222","PWY0.1261..anhydromuropeptides.recycling.I.g","Escherichia","Escherichia_coli","strep_exposure","Y",-2.41563707920225,0.843017478596824,0.0167988020453764,"strep_exposureY",0.164296803860834,12,7,4.08644770193821,-1.15601707830853
"223","PWY0.862...5Z..dodecenoate.biosynthesis.I.g","Escherichia","Escherichia_coli","strep_exposure","Y",-1.89024955754737,0.659556833868833,0.0167851641587825,"strep_exposureY",0.164296803860834,12,8,4.08725986850964,-1.15586643941431
"224","ARGSYNBSUB.PWY..L.arginine.biosynthesis.II..acetyl.cycle..g","Streptococcus","Streptococcus_vestibularis","strep_exposure","Y",1.17434431197629,0.414141870724421,0.0176810286863902,"strep_exposureY",0.172153230200969,12,4,4.03526303984588,-1.16551069842297
"225","PWY.6608..guanosine.nucleotides.degradation.III.g","Escherichia","Escherichia_coli","strep_exposure","Y",-1.54765333147884,0.546831262250862,0.0178451406193314,"strep_exposureY",0.172978896403386,12,10,4.02602404203007,-1.1672243277001
"226","P125.PWY..superpathway.of..R.R..butanediol.biosynthesis.g","Streptococcus","Streptococcus_equinus","strep_exposure","Y",1.06265468417292,0.376245651653505,0.0180252887545361,"strep_exposureY",0.173952012272757,12,4,4.01597957627031,-1.16908735342456
"227","PWY.6124..inosine.5..phosphate.biosynthesis.II.g","Bacteroides","Bacteroides_xylanisolvens","strep_exposure","Y",-1.37173734883983,0.487203263066689,0.0183003513412663,"strep_exposureY",0.175828485794281,12,7,4.00083502034276,-1.17189633281215
"228","PWY.5973..cis.vaccenate.biosynthesis.g","Escherichia","Escherichia_coli","strep_exposure","Y",-2.05660484757002,0.73267731756624,0.0185710954528897,"strep_exposureY",0.177647189398037,12,9,3.98614891489484,-1.17462027979907
"229","PWY.7663..gondoate.biosynthesis..anaerobic..g","Bacteroides","Bacteroides_thetaiotaomicron","strep_exposure","Y",-1.07507276449558,0.383793216814417,0.01875663471957,"strep_exposureY",0.178638516695992,12,4,3.97620773744607,-1.17646414783162
"230","PWY.7220..adenosine.deoxyribonucleotides.de.novo.biosynthesis.II.g","Bacteroides","Bacteroides_thetaiotaomicron","strep_exposure","Y",-1.34100089175355,0.482170647931452,0.0194114861667596,"strep_exposureY",0.183274681080964,12,4,3.94189031766588,-1.18282926842405
"231","PWY.7222..guanosine.deoxyribonucleotides.de.novo.biosynthesis.II.g","Bacteroides","Bacteroides_thetaiotaomicron","strep_exposure","Y",-1.34100089175355,0.482170647931452,0.0194114861667596,"strep_exposureY",0.183274681080964,12,4,3.94189031766588,-1.18282926842405
"232","ANAGLYCOLYSIS.PWY..glycolysis.III..from.glucose..g","Escherichia","Escherichia_coli","strep_exposure","Y",-1.08009453211894,0.388748498509129,0.0195045008640234,"strep_exposureY",0.183359122346703,12,6,3.93711002650612,-1.18371590646076
"233","PWY0.1586..peptidoglycan.maturation..meso.diaminopimelate.containing..g","Klebsiella","Klebsiella_oxytoca","strep_exposure","Y",-1.06456579548471,0.385475058969907,0.0200712149915467,"strep_exposureY",0.187876909427311,12,11,3.90846858031082,-1.18902825978286
"234","PWY.6126..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.II.unclassified",NA,NA,"strep_exposure","Y",1.51497604199357,0.55121975838293,0.0205343234729927,"strep_exposureY",0.190575997849349,12,8,3.88565747718607,-1.1932592137172
"235","TRNA.CHARGING.PWY..tRNA.charging.g","Blautia","Ruminococcus_torques","strep_exposure","Y",-0.714387187498435,0.259883715462457,0.0205179133318796,"strep_exposureY",0.190575997849349,12,8,3.88645695332985,-1.19311092861597
"236","PWY.7220..adenosine.deoxyribonucleotides.de.novo.biosynthesis.II.unclassified",NA,NA,"strep_exposure","Y",1.86544015009996,0.681932471676812,0.0209935454875672,"strep_exposureY",0.193193766702043,12,8,3.86354024623768,-1.19736146974516
"237","PWY.7222..guanosine.deoxyribonucleotides.de.novo.biosynthesis.II.unclassified",NA,NA,"strep_exposure","Y",1.86544015009996,0.681932471676812,0.0209935454875672,"strep_exposureY",0.193193766702043,12,8,3.86354024623768,-1.19736146974516
"238","PWY.702..L.methionine.biosynthesis.II.g","Escherichia","Escherichia_coli","strep_exposure","Y",-1.08902332091575,0.398833920273702,0.021174563010942,"strep_exposureY",0.194040848432203,12,11,3.8549546756845,-1.19895390275079
"239","PWY.6731..starch.degradation.III.g","Escherichia","Escherichia_coli","strep_exposure","Y",-1.64725865507726,0.6055592780872,0.0215519311860456,"strep_exposureY",0.194626088582909,12,5,3.83728985224584,-1.20223033589032
"240","PWY.7228..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.I.g","Bacteroides","Bacteroides_xylanisolvens","strep_exposure","Y",-1.67473626133518,0.615134702197353,0.0214660866586984,"strep_exposureY",0.194626088582909,12,5,3.84128095390969,-1.2014900750097
"241","PWY.7400..L.arginine.biosynthesis.IV..archaebacteria..unclassified",NA,NA,"strep_exposure","Y",0.44851833990573,0.164953833360124,0.0215953752577093,"strep_exposureY",0.194626088582909,12,12,3.83527609565589,-1.20260384309515
"242","THISYNARA.PWY..superpathway.of.thiamine.diphosphate.biosynthesis.III..eukaryotes..g","Bacteroides","Bacteroides_uniformis","strep_exposure","Y",-0.723332818546525,0.265823578881119,0.0215196184821901,"strep_exposureY",0.194626088582909,12,10,3.83879027236847,-1.20195204122012
"243","PWY.7220..adenosine.deoxyribonucleotides.de.novo.biosynthesis.II.g","Bacteroides","Bacteroides_vulgatus","strep_exposure","Y",0.716239043272855,0.26463311328116,0.0220644203857094,"strep_exposureY",0.196418370862172,12,12,3.81378890509831,-1.20658924059786
"244","PWY.7222..guanosine.deoxyribonucleotides.de.novo.biosynthesis.II.g","Bacteroides","Bacteroides_vulgatus","strep_exposure","Y",0.716239043272855,0.26463311328116,0.0220644203857094,"strep_exposureY",0.196418370862172,12,12,3.81378890509831,-1.20658924059786
"245","PWY.7229..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.I.unclassified",NA,NA,"strep_exposure","Y",1.30997115441859,0.483181739781495,0.0218909019361349,"strep_exposureY",0.196418370862172,12,8,3.82168416518358,-1.20512484488066
"246","PWY.5981..CDP.diacylglycerol.biosynthesis.III.g","Streptococcus","Streptococcus_equinus","strep_exposure","Y",1.24288884241367,0.463178608251547,0.0229587314410188,"strep_exposureY",0.203475347288952,12,4,3.77405695988386,-1.2139586356247
"247","PWY.6163..chorismate.biosynthesis.from.3.dehydroquinate.g","Bifidobacterium","Bifidobacterium_longum","strep_exposure","Y",-0.222338852490745,0.0829835326475675,0.023119974176544,"strep_exposureY",0.203475347288952,12,12,3.76705835211007,-1.21525672221585
"248","PWY.7199..pyrimidine.deoxyribonucleosides.salvage.g","Streptococcus","Streptococcus_pneumoniae","strep_exposure","Y",1.38275003370751,0.516166626141482,0.0231370408655021,"strep_exposureY",0.203475347288952,12,4,3.76632044501784,-1.21539358762292
"249","ARO.PWY..chorismate.biosynthesis.I.g","Bifidobacterium","Bifidobacterium_pseudocatenulatum","strep_exposure","Y",0.906429478194573,0.340068710016394,0.0236775461117622,"strep_exposureY",0.207392482207845,12,10,3.74322810137305,-1.21967670543896
"250","DTDPRHAMSYN.PWY..dTDP..beta..L.rhamnose.biosynthesis.g","Streptococcus","Streptococcus_vestibularis","strep_exposure","Y",1.14433714930056,0.42972531542478,0.0237785613829565,"strep_exposureY",0.207444169504912,12,4,3.73897088648154,-1.2204663244239
"251","PWY66.429..fatty.acid.biosynthesis.initiation..mitochondria..g","Streptococcus","Streptococcus_vestibularis","strep_exposure","Y",1.08924833692924,0.41006956562522,0.0240535141659801,"strep_exposureY",0.209006830262959,12,4,3.72747417393716,-1.2225987097323
"252","VALSYN.PWY..L.valine.biosynthesis.g","Blautia","Blautia_wexlerae","strep_exposure","Y",0.246254290114024,0.0928068072256194,0.0241712620849481,"strep_exposureY",0.209196518282825,12,12,3.7225908686276,-1.2235044546101
"253","GLYCOL.GLYOXDEG.PWY..superpathway.of.glycol.metabolism.and.degradation.g","Escherichia","Escherichia_coli","strep_exposure","Y",-1.17531480710926,0.444786455997396,0.0246312411345588,"strep_exposureY",0.212334928515703,12,4,3.70373967694759,-1.22700093275801
"254","PWY.8004..Entner.Doudoroff.pathway.I.g","Escherichia","Escherichia_coli","strep_exposure","Y",-1.09368518530717,0.416309826651483,0.0252879471921389,"strep_exposureY",0.21713784577187,12,4,3.67742739232872,-1.23188127824245
"255","NONMEVIPP.PWY..methylerythritol.phosphate.pathway.I.g","Bifidobacterium","Bifidobacterium_bifidum","strep_exposure","Y",-0.923849328257665,0.352618269447537,0.0255990316890014,"strep_exposureY",0.218947012210636,12,9,3.66520075286037,-1.23414904881363
"256","PWY.7357..thiamine.phosphate.formation.from.pyrithiamine.and.oxythiamine..yeast..g","Roseburia","Roseburia_faecis","strep_exposure","Y",1.16133718680353,0.447255939187846,0.0266472732813258,"strep_exposureY",0.227022277447545,12,7,3.62506844950263,-1.24159270140058
"257","METSYN.PWY..superpathway.of.L.homoserine.and.L.methionine.biosynthesis.g","Escherichia","Escherichia_coli","strep_exposure","Y",-0.877463762140827,0.338684079903175,0.0269128512321665,"strep_exposureY",0.228392718044183,12,12,3.6151513654835,-1.24343210063605
"258","UNINTEGRATED.g","Bacteroides","Bacteroides_thetaiotaomicron","strep_exposure","Y",-1.27241215342355,0.492356643203416,0.0272133914691203,"strep_exposureY",0.230048088349424,12,11,3.60404609341298,-1.24549188241433
"259","PANTO.PWY..phosphopantothenate.biosynthesis.I.g","Bacteroides","Bacteroides_dorei","strep_exposure","Y",0.848659724791421,0.330373651545082,0.0279487310398578,"strep_exposureY",0.235352055590462,12,9,3.57738348149012,-1.25043720584731
"260","PWY.841..superpathway.of.purine.nucleotides.de.novo.biosynthesis.I.g","Escherichia","Escherichia_coli","strep_exposure","Y",-1.41929203604726,0.553210846319423,0.0281041978944238,"strep_exposureY",0.235750983106686,12,5,3.57183632253957,-1.25146608085865
"261","PWY.7199..pyrimidine.deoxyribonucleosides.salvage.g","Escherichia","Escherichia_coli","strep_exposure","Y",-1.60243496346029,0.626837336637809,0.0285498311818203,"strep_exposureY",0.238571577806706,12,5,3.55610425596869,-1.25438403044616
"262","ANAEROFRUCAT.PWY..homolactic.fermentation.g","Catenibacterium","Catenibacterium_mitsuokai","strep_exposure","Y",-0.879181303904551,0.344800404074201,0.0288725310258616,"strep_exposureY",0.239853584762173,12,11,3.54486461939386,-1.25646873386128
"263","P125.PWY..superpathway.of..R.R..butanediol.biosynthesis.g","Streptococcus","Streptococcus_salivarius","strep_exposure","Y",1.34895255921659,0.529249159818188,0.0289231970621052,"strep_exposureY",0.239853584762173,12,4,3.54311133931941,-1.25679392844694
"264","PWY.6703..preQ0.biosynthesis.g","Blautia","Blautia_obeum","strep_exposure","Y",1.14464682732997,0.449714774409459,0.0290988746270394,"strep_exposureY",0.240396384702927,12,9,3.53705577816283,-1.25791710079682
"265","UNINTEGRATED.g","Bacteroides","Bacteroides_eggerthii","strep_exposure","Y",-1.12104500362085,0.442184288678917,0.0296035701343378,"strep_exposureY",0.24353950534716,12,10,3.51986031227869,-1.2611064785151
"266","UNINTEGRATED.g","Escherichia","Escherichia_coli","strep_exposure","Y",-0.658745636582607,0.260035144124873,0.0297026631922716,"strep_exposureY",0.24353950534716,12,12,3.51651856742012,-1.26172629810381
